CODE,LATITUDE,LONGITUDE
,41.803398,-89.021797
4LL0,41.83589935,-89.09339905
4LL1,41.85419846,-89.08760071
9IL4,41.80720139,-89.04810333
IL53,41.785829,-89.030097
,41.74929,-89.04459
84PN,39.75260162,-76.53549957
,39.733398,-76.532997
0P2,39.795243,-76.647678
JY07,40.6957016,-75.13240051
5MN0,43.86679,-92.561091
,43.590691,-98.451626
WS72,44.85279846,-88.01200104
6WI5,44.8891983,-88.02089691
II09,39.573113,-86.618671
MD69,39.33340073,-76.08300018
4IL3,42.142987,-89.228468
OK66,36.027376,-96.957464
6OK9,36.14170074,-96.94229889
,36.193401,-97.090698
,45.135799,-92.859398
63K,38.82109833,-94.60970306
8KS7,38.73310089,-94.64520264
,35.837391,-94.628364
1PP,35.757,-94.649902
ID11,46.018888,-115.962222
4GE2,33.55009842,-84.16660309
2TS8,29.22050095,-97.87169647
6WN5,44.49980164,-92.19879913
,44.498901,-92.203102
,40.6161,-87.614197
68IL,40.613524,-87.56684
,40.808399,-91.808502
IA68,41.6099,-90.858951
,39.377201,-99.295097
RCP,39.346592,-99.304649
84IL,42.343111,-89.923319
4LL3,42.30830002,-89.98349762
99IL,42.2867012,-89.95749664
IS37,42.32389832,-89.99289703
21UT,40.44092,-112.36721
,37.9387,-121.13013
CN95,37.9933056,-121.4922903
6CL8,37.95080185,-121.2429962
37IN,40.29169846,-86.78029633
75NC,36.22125,-80.033333
49PA,40.85929871,-75.13379669
14WS,45.77799988,-91.5585022
,30.40835,-98.74524
25XA,30.092863,-98.701258
TS76,30.25020027,-98.59470367
3CO4,37.07089996,-105.0189972
CT80,41.34730148,-71.8859024
IS54,39.64310074,-89.14450073
93B,44.1731987,-68.68029785
3NC5,35.81219864,-81.06999969
,39.36099,-122.57941
,39.40638,-122.50112
,39.271683,-122.483203
2WI1,42.9435997,-89.28659821
2WI6,42.91360092,-89.186203
95WI,42.93610001,-89.12969971
9MO6,38.19309998,-92.99240112
2PN4,40.08179855,-78.94550323
MO01,37.25,-93.10600281
CO38,39.74720001,-104.3130035
CO97,39.72079849,-104.322998
,39.83486,-104.325802
ND41,46.13470078,-100.112999
45OI,40.56119919,-81.54570007
VA17,39.0359,-78.392197
,36.18644,-119.95838
36CA,36.13190079,-119.9860001
92CA,36.12080002,-119.8880005
CA05,36.16019821,-119.8130035
CA49,36.20410156,-119.8410034
12CL,36.1568985,-119.8499985
9OK5,34.77830124,-96.92749786
9OK7,34.7925,-96.908333
3.00E+07,36.219501,-102.103996
H70,36.34560013,-102.0490036
5PA9,41.18840027,-79.28230286
54IL,41.126271,-88.801848
,41.110001,-88.795601
LL52,41.16109848,-88.93910217
1NA5,46.625,-99.45040131
,31.90176,-96.31207
5XS9,31.92180061,-96.26499939
,41.124477,-97.577512
PN72,40.56919861,-78.88249969
OL39,35.698611,-96.6775
50PA,40.9333992,-75.34960175
3WN9,44.55690002,-91.36689758
92NY,42.752936,-78.462124
,42.76544,-78.46168
,42.76544,-78.46168
,42.75795,-78.39325
OL19,34.91540146,-96.12940216
1VA1,36.73519897,-80.44879913
,37.11118,-90.03153
MO10,39.20429993,-92.26239777
SD24,44.446955,-103.398086
SD35,44.494267,-103.395689
XA05,34.10156,-102.627074
9XS6,34.05310059,-102.5220032
MA70,42.35089874,-71.42980194
0MD1,39.18730164,-75.79270172
25MD,39.16749954,-75.84020233
32MD,39.18939972,-75.87680054
MD70,39.18119812,-75.90879822
,36.65657,-76.65566
,38.450531,-103.52859
,39.648395,-82.539902
70PN,41.98920059,-79.30110168
,24.646861,-81.604165
09MT,45.909346,-113.763183
W11,43.007432,-88.602237
8IL3,39.579775,-88.623525
49IN,39.131699,-87.382004
85IL,39.636894,-88.619413
II98,39.04389954,-87.42199707
NK53,42.20560074,-76.77050018
8C2,41.57410049,-92.84660339
12LA,30.27589989,-93.35739899
5IG9,40.015632,-85.432728
2IN5,40.01520157,-85.47290039
39IN,40.00230026,-85.42890167
88TX,33.158041,-95.599235
TT11,33.074322,-95.603571
08OR,42.838,-121.11509
4AL6,30.55827,-87.6527
AL69,30.511838,-87.496708
,30.47646,-87.69608
,30.46185,-87.79622
8FL2,29.001101,-82.100601
,40.426892,-78.730688
,33.0643,-80.25938
GA23,34.57830048,-85.3839035
47GE,34.482168,-85.304374
26GA,34.402607,-85.286744
1OR5,45.51891,-118.047339
24SC,33.93579865,-81.42970276
9MO9,39.556403,-93.249035
13GA,31.3666,-83.754898
00SC,34.00939941,-80.26719666
FL03,28.717364,-82.028781
,48.886701,-111.921996
,40.279202,-82.9168
WY55,44.41859818,-104.5940018
C43,42.769318,-84.964727
,42.754501,-85.028603
45MS,33.547164,-90.567094
35AZ,31.8863,-109.4828
II72,39.19580078,-85.20559692
FA02,26.309799,-81.227303
0GE4,33.33140182,-84.26670074
1S5,46.32709885,-119.9700012
UT09,39.500912,-110.179739
,39.77741,-110.31729
,39.73503,-110.11694
,39.69595,-110.25004
,39.53881,-110.0331
,39.42193,-109.84008
,39.46727,-110.02273
,39.604,-109.9552
,39.53821,-110.24437
,39.6218,-109.8436
,39.6009,-109.8008
23TE,32.78,-96.568056
,36.233398,-101.734
X43,36.029202,-101.829002
08LS,30.40829,-92.033444
51LS,30.438053,-92.116653
5LA9,30.435556,-92.118333
,32.79288,-105.82026
,47.03781,-114.7308
NE87,40.09719849,-98.06479645
9WI9,46.62080002,-92.08190155
NC43,34.12519836,-78.33809662
,33.6521,-78.994202
7P5,45.065559,-88.427152
32WN,45.099013,-88.419871
,33.77887,-112.42869
,33.82205,-112.50109
2VA2,37.14599991,-76.79000092
,37.0443,-76.768204
VA78,37.07155228,-76.87446594
7AK0,61.466324,-150.617914
8AK6,61.37189865,-150.2619934
,41.95431,-75.64979
WY23,44.07329941,-106.2659988
5NE4,41.571258,-101.173046
,41.20853,-101.14504
,43.393501,-123.285004
,43.34,-123.450996
OG24,43.38869858,-123.2220001
AK59,61.790695,-148.352981
,61.7314,-148.927994
52AK,61.704033,-148.908783
04AN,61.737511,-148.700724
MA97,42.12509918,-71.7397995
ND19,47.433589,-98.417904
NE86,40.66559982,-97.86979675
NE85,40.590327,-97.860668
,61.789395,-147.786525
95FA,30.401111,-82.956389
GA41,32.61410141,-82.29709625
MS38,33.87229919,-90.28340149
ME5,44.16540146,-68.42780304
,41.641701,-83.874901
,41.604533,-83.867281
,37.875,-92.322403
,44.399736,-122.683566
,41.28103,-76.14333
86XS,32.40010071,-100.3669968
TN17,35.58229828,-84.48799896
TN64,35.5442009,-84.53279877
TA00,32.38420105,-100.2789993
,35.83976,-91.16224
,35.85445,-91.10476
,35.78799,-91.15189
,35.76611,-91.18344
4LL7,42.001719,-88.664927
4LL8,41.999315,-88.648585
IS47,42.0306015,-88.70179749
,42.009499,-88.717598
OH18,40.93249893,-83.14029694
2KS8,39.11371,-98.40338
64KS,38.976543,-98.47143
76GA,32.743904,-81.614084
,32.9771,-81.5362
46OI,41.6833992,-83.76660156
,31.6168,-83.883202
SYV,31.55850029,-83.89569855
SN95,37.979138,-98.399965
3K3,37.997113,-101.748218
4IN9,41.41889954,-85.6917038
,41.098301,-112.115997
6NK,43.26499939,-76.17810059
85IN,40.43389893,-87.50499725
,40.344137,-90.443977
81NC,34.04083252,-78.73999786
,34.210201,-78.955299
VG05,37.87960052,-78.05750275
AZ60,32.723321,-113.938501
,35.21078,-119.42475
6OK1,36.00149918,-95.00299835
,61.90059,-147.309022
2F4,33.17699814,-101.8199997
3GA1,32.728242,-84.356875
,32.691724,-84.497209
,34.716801,-95.175201
,34.66263,-95.07089
21AK,62.082611,-150.066931
3AK3,62.56380081,-150.220993
49AK,62.025568,-149.979058
AK19,62.1739006,-150.0639954
AK44,62.319441,-150.113475
AA00,62.51015,-149.926717
45AA,62.1628972,-150.5396083
,62.405556,-149.989444
,62.069447,-150.045831
,62.037492,-150.077443
8AL2,33.355426,-86.262135
53FD,30.47750092,-84.03469849
64GE,33.726925,-85.311891
,32.514702,-85.875999
60LA,32.339156,-90.976878
,32.345822,-91.008409
,32.387717,-91.186132
,32.32646,-91.14612
,32.27142,-91.11263
,32.44286,-91.28147
9LS5,32.303812,-91.128674
9LS9,32.405014,-91.343297
,32.50468,-91.15881
,32.433101,-91.315201
85GA,34.17229843,-83.73100281
,35.938901,-99.053201
,31.845,-99.6951
52PA,40.76253,-76.00487
PS99,40.74625,-75.932608
,41.577,-89.793999
,48.3167,-106.834
TSG,63.37440109,-143.3359985
MD20,39.635919,-77.122886
,44.529701,-123.091003
MY11,43.52140045,-92.65850067
NM03,36.662139,-105.720208
VA89,37.947778,-76.970972
8NA0,46.8810997,-99.63089752
NA71,46.99580002,-99.67120361
8KA,62.293301,-153.362
,33.32968,-103.57038
18T,33.26119995,-103.2770004
,44.66,-96.0373
1NA9,47.03329849,-102.4960022
75ND,46.90750122,-102.4909973
ND62,46.84830093,-102.4580002
,41.992802,-99.455399
,39.95000076,-91.51679993
47XA,30.506519,-97.41354
AK49,65.6792984,-164.798996
,30.453501,-97.255501
ATM,60.867802,-157.391998
25SC,34.96095,-82.337058
62MN,45.38140106,-92.68240356
,45.386425,-92.699053
3KY3,38.03829956,-85.35939789
,38.076099,-85.236702
MS39,31.82099915,-89.45839691
6NC4,35.905701,-81.139503
NC58,35.918656,-81.11942
NC59,35.85070038,-81.14399719
NR04,35.960278,-81.173056
VA07,37.096025,-81.369359
Z14,62.065943,-146.459505
MS40,33.225549,-90.247049
3SD4,43.464939,-96.862633
34G,41.974998,-83.925201
36OK,35.27230072,-96.88169861
,35.04809,-118.36713
9CA0,35.11389923,-118.5979996
6NE3,41.844949,-96.12402
,33.83057,-95.92814
2K5,63.393902,-153.268997
85TN,35.382559,-84.303482
CO95,38.052378,-107.984871
37CA,33.50699997,-117.0709991
0GA3,33.77009964,-85.06079865
OK79,34.25680161,-98.24120331
TS92,31.21459961,-97.42669678
5TA1,31.19350052,-97.40720367
,43.88476,-107.34413
WY00,43.967719,-107.379654
WY38,43.62360001,-107.4079971
8WY6,43.925417,-107.294583
,31.91703,-94.25929
59WA,46.85011,-122.936261
65WA,46.8404007,-122.9160004
TA70,31.78350067,-95.89749908
1MN0,46.04359818,-96.54620361
,45.9733,-96.564201
,47.107101,-116.810997
,29.450697,-102.833447
,29.3433,-103.565001
3TE8,29.319401,-103.584
,29.40709,-102.83871
,29.41688,-103.51585
70TT,29.614018,-103.553029
,29.59941,-103.34338
,29.48559,-103.31123
TT53,29.320577,-103.539248
HFS,23.869467,-166.284977
WV57,39.46310043,-79.54250336
,39.2784,-87.413597
,32.7869,-96.3069
3T4,63.124618,-142.518005
AR44,33.51259995,-94.0134964
,33.50165,-93.79784
,33.499599,-94.094398
TS50,29.41749954,-94.99829865
,29.445499,-95.007697
55TE,29.418272,-94.904466
,34.52754,-103.05113
TA13,36.208131,-102.872672
0ID,42.448186,-111.777543
WY39,42.9693985,-110.9660034
WY64,42.95740128,-110.9830017
,45.586077,-121.22211
VA79,38.9529,-77.746902
,61.233327,-150.847156
,36.614315,-92.785268
MO56,36.5141983,-92.64019775
LS08,29.467912,-90.756999
0LS0,29.74970055,-90.7358017
7MN8,48.06952,-96.27944
5OK8,35.7298,-98.6587
56IS,40.243215,-88.083991
,32.284229,-87.518896
PA84,39.953819,-76.909261
N97,35.830079,-80.109451
NC31,35.76490021,-80.02420044
4ND1,47.7928009,-97.15370178
4PS4,41.815224,-75.534243
73OH,41.64699936,-81.00869751
,41.653815,-81.105981
,41.680282,-81.031485
0MT7,47.66080093,-115.4039993
MT69,47.727724,-115.464614
,38.966266,-109.719847
,39.4325,-109.4441
,39.4252,-109.4935
,39.6365,-109.26611
,39.39,-109.5805
,39.4387,-109.2903
,39.4964,-109.3386
,39.3519,-109.5683
,39.3563,-109.6072
,39.4392,-109.4
,39.5012,-109.5573
,44.573601,-85.889
4II7,40.10589981,-86.52189636
8OI5,39.88169861,-82.41459656
LS14,30.070999,-92.825104
97WI,44.9632988,-90.86029816
WS60,44.93389893,-90.83100128
,30.5152,-97.266899
MT42,45.91049957,-111.5139999
MT36,45.818929,-111.695886
,25.644839,-80.394301
4MI6,41.85779953,-86.61450195
,28.395599,-98.220802
72F,33.180052,-99.149798
4MD7,39.645255,-77.367826
PS61,41.6908989,-79.36589813
13PA,41.68259811,-79.45200348
17PS,41.57920074,-79.4417038
,36.62884,-106.71482
NM48,36.728808,-106.493897
OG34,45.39979935,-122.8290024
,33.926339,-82.654438
,28.41299,-98.53847
,28.08089,-98.71609
,28.43503,-98.51429
TE63,28.246706,-98.553457
43TS,28.474205,-98.583811
7MD9,38.73609924,-76.3167038
5AR1,33.711943,-91.46182
AR79,33.693497,-91.379612
,33.80141,-91.34572
,33.80032,-91.35921
,33.66877,-91.37342
D58,45.415001,-101.083
IS56,40.08810043,-90.88539886
58J,34.13769913,-79.92060089
SC29,34.1106987,-79.90149689
56PA,40.4695015,-75.08209991
29MN,46.02830124,-96.3628006
,41.901874,-77.230199
D60,48.38050079,-102.8980026
,33.484001,-96.839203
,33.452202,-96.832802
,34.4748,-99.1315
1O8,34.45859909,-99.1713028
2II6,40.264464,-86.102536
35IN,40.29449844,-85.94249725
5IN3,40.3003006,-86.0503006
55KS,39.300435,-98.45835
XA17,33.32170105,-95.56359863
73OK,34.357027,-96.734861
01OL,34.391667,-96.690833
53IL,41.231388,-89.452593
15LL,41.23749924,-89.53669739
0PN8,41.606394,-79.684181
,41.719501,-79.677803
RI07,41.57899857,-71.14170074
,28.44536,-96.89783
0IN2,40.82780075,-85.08609772
,47.587851,-90.823407
,63.303333,-143.001111
8AK9,63.30890479,-143.0169296
9AK0,62.51210022,-143.2350006
8C5,41.988612,-92.548002
,41.655899,-83.646599
WN05,46.51480103,-122.7919998
,33.41171,-112.182235
,47.733299,-98.488701
LL98,40.943805,-89.108526
,44.009328,-90.38993
4WI4,45.57410049,-89.7480011
,45.57946,-89.75872
74AZ,31.619611,-110.047361
,31.64137,-110.13989
TZV,36.729,-85.652397
25WA,48.576394,-119.064524
,48.722778,-119.467222
5WA0,48.596393,-119.100423
,48.5777,-118.985001
,39.116695,-95.148904
,33.43811,-112.797
13AZ,33.535,-112.8534722
56AZ,33.482422,-113.001729
0AZ1,33.395646,-113.222888
AZ85,33.533561,-112.960192
,33.35977,-113.12024
,37.68407,-116.62354
,37.755515,-116.645794
,37.78053,-116.25443
,38.324189,-116.276976
,38.20608,-116.17535
,38.13404,-116.61238
,33.846189,-111.248767
TN37,35.40420151,-89.02230072
,38.70642,-119.5219
2KS9,38.90000153,-95.58360291
33KS,39.152361,-95.610065
,39.155602,-95.743301
90KS,38.982238,-95.593667
7KS8,39.204375,-95.727569
39II,41.51480103,-85.55220032
Y30,45.53110123,-84.55699921
WN19,46.331967,-120.44375
,38.088902,-111.067001
,38.34051,-111.03077
,38.36093,-110.88837
,37.85802,-110.84807
,37.9363,-110.8935
9AK,64.025703,-148.522003
52WT,46.022811,-118.543843
6KS8,37.771284,-97.033037
9KS8,37.75035,-97.047373
,40.591801,-76.514395
D61,48.35829926,-100.3919983
MT24,46.370717,-111.285456
8MT4,46.53577,-111.498901
GA45,31.54330063,-81.53479767
DE19,39.32580185,-75.74160004
DE20,39.37360001,-75.7457962
DE34,39.41429901,-75.66300201
VT43,43.01919937,-72.6529007
CA74,37.731326,-121.335589
,37.81668,-121.4545
,37.64926,-121.37479
,37.670259,-121.327933
5AK0,60.816338,-151.799901
8C6,42.19919968,-92.45800018
,36.64116,-120.23306
1PN1,41.33420181,-80.42060089
82LS,32.691119,-91.11008
,32.6889,-91.21374
81AK,62.577634,-150.23666
0AA5,62.312778,-150.335833
8AK5,62.513888,-150.265277
,62.310787,-150.231686
,62.312621,-150.259983
07AN,62.825556,-149.910807
SC54,34.975722,-82.455211
7NK6,42.29169846,-75.0667038
9NY6,42.32479858,-74.98629761
,41.733898,-112.194
55UT,41.672664,-112.181994
6J6,33.73680115,-81.81960297
52TA,33.4640007,-96.35030365
,40.246735,-101.090915
NR37,35.057099,-77.462266
9V2,40.187955,-101.025767
6FL8,29.5875,-82.871201
FL33,29.66830063,-82.82620239
35FD,29.6923008,-82.72920227
55PA,40.89559937,-75.94409943
UT67,40.44110107,-109.8470001
MO94,39.5,-94.5802002
5LL5,40.70140076,-89.88400269
,35.62386,-117.37446
MY12,43.88079834,-96.25309753
TE91,32.039299,-95.082802
29MT,47.738112,-115.504332
,47.698002,-115.551003
36WA,45.959746,-121.486473
73PN,41.36840057,-77.07109833
,41.8279,-76.856598
5B7,42.6908989,-73.57959747
0PA3,41.747319,-76.760624
2OH6,40.012001,-84.281303
03OR,45.85540009,-117.4840012
7XA4,31.161201,-97.302523
AL77,31.74060059,-86.00700378
MU89,38.911999,-91.035698
,39.7589,-95.095802
ID94,46.776667,-116.691389
21IN,38.119762,-86.764998
MY00,43.89410019,-94.49389648
,35.6707,-90.527802
,35.57535,-90.49617
,35.60257,-90.5912
26TX,33.76480103,-100.0179977
,35.84420013,-96.98200226
56NC,35.20669937,-82.0318985
NC76,35.221528,-82.203056
,31.614289,-111.037257
,35.72252,-91.23297
,35.71006,-91.20555
MA72,41.297501,-70.260399
AZ67,32.426998,-111.389999
,32.61263,-111.04575
,31.99017,-111.382283
,32.03294,-111.35793
,32.07799,-111.3315
,32.19563,-111.27355
,35.16129,-103.66967
NM71,33.332859,-106.028323
,41.67554,-121.26808
1TA2,34.65010071,-101.5
,35.371899,-86.266899
TN39,35.30559921,-86.23670197
39WA,47.85189819,-117.7819977
4MS7,34.748172,-90.281267
,41.531235,-75.879028
45PN,41.554,-76.054583
86GA,34.86790085,-85.06109619
87MS,34.176388,-88.687463
SC48,33.88430023,-79.99980164
7PA5,41.10290146,-76.80549622
5AR2,35.374658,-90.198185
20ND,47.65390015,-100.8909988
91N,47.50939941,-100.9160004
NA12,47.43170166,-100.8420029
NA79,47.40420151,-100.8820038
2ND5,47.641991,-100.821241
ND92,47.459404,-100.907125
,36.01029968,-112.2919998
NV12,41.56261,-116.409545
,41.4337,-116.09768
3NK6,42.63700104,-77.8839035
,32.27671,-99.99932
75TN,36.281502,-82.861497
5AL5,34.691922,-87.651358
,32.491901,-85.775597
27AL,32.45349884,-85.55819702
3ND6,47.242069,-99.897625
4OK4,35.28760147,-97.66419983
53OK,35.24284,-97.76384
MS41,34.00304,-90.425949
,34.206265,-115.997775
61CA,34.17470169,-116.0670013
2CA3,34.161001,-115.995648
,34.16051,-115.98728
MT62,45.608981,-112.328003
32MT,45.460325,-112.435125
ID93,42.553333,-114.547639
2XS5,30.01049995,-98.4253006
WS87,48.331869,-120.058253
53CO,37.55310059,-102.3919983
63MN,47.0943985,-91.60019684
3WN7,44.150732,-87.618394
99WI,44.179166,-87.631388
32OR,45.254799,-121.293999
63Y,44.288989,-96.151642
16TS,32.222698,-95.318001
80AL,32.133688,-86.775786
,47.447899,-117.806
38XA,32.408055,-95.389444
0PS0,41.3708992,-79.34169769
,31.0791,-90.028397
SD61,43.01019,-97.866235
TYE,61.076556,-151.131363
,61.023339,-151.334206
,59.70785,-153.7351
,59.735965,-153.938296
9AK3,61.01390076,-151.4490051
51GA,33.5080986,-84.60050201
,35.39268,-90.3873
3KS3,37.40272,-97.194278
0KS2,37.393907,-97.151485
9A8,57.523476,-157.396344
AK96,57.51641,-157.385951
96OR,45.1006012,-118.8170013
MT33,47.40940094,-111.4869995
PN10,41.86510086,-76.50990295
3KS4,37.767848,-101.434579
8KS0,37.813242,-101.465043
PS42,41.882799,-77.751426
4FA1,28.984023,-81.826184
UMT,69.371101,-152.136002
94GA,32.26290131,-83.78710175
,32.712898,-94.124901
NA90,47.46670151,-101.2229996
ND44,47.46670151,-101.1340027
3MS9,32.581038,-89.136972
2WV5,37.545445,-80.534163
,44.216702,-69.291199
55LL,42.15420151,-88.5114975
5LL7,42.210476,-88.520056
67MD,39.554722,-77.230556
,44.68006,-102.48666
PA52,41.859333,-79.907167
,40.2262,-84.834999
IN72,40.78590012,-85.24420166
3PN7,41.7478981,-75.49739838
3WI1,42.6570015,-88.08760071
WI03,42.79809952,-88.13339996
5LL8,41.11230087,-88.14009857
IN41,41.453899,-86.792198
94NY,42.82509995,-76.69129944
11OG,44.451255,-118.186419
21ND,48.5821991,-100.8550034
4ND4,48.56389999,-100.8799973
NA73,48.56389999,-101
15NE,40.287886,-98.8282
18PN,40.06539917,-77.69280243
2VG2,38.97180176,-77.86969757
83V,44.09049988,-104.6409988
6IS0,40.09500122,-88.12870026
MD75,39.34180069,-77.3035965
,37.884532,-93.130442
33KY,37.61230087,-87.05690002
3KY1,37.64139938,-87.13169861
8NY8,43.048694,-75.292311
0NE9,40.867802,-97.354011
1WI1,43.935037,-88.70433
TS90,29.585081,-99.55405
TS41,29.600833,-99.520911
,29.72863,-99.54575
,29.62558,-99.43065
,29.51691,-99.5158
6TX2,29.550495,-99.516225
2XS6,29.722533,-99.574673
,29.583599,-99.526199
95TA,29.63489914,-99.4822998
PBA,71.339245,-156.635529
18GE,32.045495,-82.467577
62TX,29.48623,-100.015583
2XS7,29.45019913,-99.68370056
2XS8,29.22940063,-99.82389832
MA75,42.04090118,-71.61620331
CA57,38.458321,-122.050046
3MS5,33.300218,-89.814039
K55,61.177299,-145.688006
,30.787701,-83.221001
7GA2,30.777552,-83.205729
0GA8,30.88031,-83.414443
50GA,30.95079994,-83.23419952
,35.48461,-81.4128
,35.49372,-81.34415
09II,38.44729996,-86.44499969
,30.665049,-104.809293
,30.723587,-104.376698
7S7,48.299375,-112.249214
NE56,41.34140015,-96.39499664
,42.543303,-97.968699
3KS7,37.828227,-97.349296
46KS,37.831699,-97.363098
SN68,37.878817,-97.309041
,37.86593,-97.37598
,37.87944,-97.30637
,37.85786,-97.32241
2CA4,33.25889969,-117.0920029
,41.225602,-81.941498
9F1,31.621,-97.429497
WV29,39.57979965,-79.64980316
SD73,43.584909,-96.517555
3XA1,33.47395,-97.169267
,33.482754,-97.11981
54XA,33.48931,-97.20168
,33.50569,-97.19175
27LL,38.37509918,-90.31929779
,40.86904,-117.13946
KZ01,30.63369942,-86.74269867
,41.033298,-96.817001
NE88,41.02080154,-96.86419678
02NE,41.07450104,-96.90450287
5IN4,41.48339844,-86.94999695
00TX,32.544452,-95.67313
51TX,32.53960037,-95.66829681
97XS,33.432833,-96.479467
06XA,33.445914,-96.57079
TX16,33.400144,-96.498344
,35.417198,-94.326401
ME67,47.12749863,-67.96589661
17ME,47.201377,-67.992432
MO72,37.04029846,-90.8667984
WI46,43.88280106,-88.53990173
,31.5913,-104.47179
,31.0197,-104.5901
,31.22266,-104.31489
88TA,31.455999,-104.844002
,42.00217,-92.12089
SC87,33.44279861,-80.45559692
28WA,45.73040009,-122.7350006
WA67,45.6631012,-122.4729996
,39.301201,-91.4515
85PN,40.57920074,-79.6053009
,29.92151,-99.58961
,29.74645,-99.56487
,46.884899,-119.890999
89ME,44.404764,-69.676436
27MI,43.37279892,-83.48660278
2MI8,43.34339905,-83.53520203
7MI8,43.33919907,-83.47609711
MS06,32.790771,-90.138881
WT77,47.355222,-122.790278
8GA9,33.27679825,-84.41079712
IN55,40.07920074,-87.26110077
E52,35.230653,-102.398672
4OK5,34.55009842,-97.60030365
NA13,48.12220001,-100.9369965
,40.730317,-102.032251
75TS,32.41640091,-97.09190369
8PN3,41.383297,-79.498701
9XA4,32.355752,-97.039822
OK01,36.42900085,-95.90329742
OH79,41.401459,-82.366586
35MI,42.63389969,-84.9858017
,40.424999,-109.592002
,40.6025,-109.5072
,34.06773,-99.25579
,34.0695,-99.26098
VT47,42.778599,-72.527802
28TX,34.08589935,-99.45510101
29TX,34.094807,-99.365108
,34.154301,-99.264198
M55,33.846699,-88.115501
,45.781241,-123.221612
30OR,45.802601,-123.279999
FD25,27.5625,-80.49980164
FL74,27.59860039,-80.5019989
,27.554199,-80.439796
70FA,27.562175,-80.5993694
,27.5473,-80.662003
NY62,43.144419,-75.548757
82VA,38.1731987,-78.96920013
W19,42.989722,-89.509167
WS62,42.96360016,-89.58100128
88WS,42.930978,-89.624749
38CL,38.7541008,-121.5630035
CA59,38.79159927,-121.5839996
20KY,38.815704,-84.674006
4KY7,38.823494,-84.686273
7KY2,38.802661,-84.661861
OH51,40.288042,-84.473654
,39.05985,-85.24456
4WN2,44.41699982,-89.98639679
,44.5033,-95.453903
8MN4,44.484683,-95.509194
32II,38.81639862,-85.10630035
05UT,37.288084,-113.696944
5O1,36.141701,-99.303201
18OI,41.419615,-82.97133
8OA6,41.385793,-82.897103
MS45,32.1563,-91.124603
,32.37753,-90.97514
,32.18502,-91.10511
,32.21266,-91.0798
,32.17603,-91.0766
7MI3,42.118428,-85.510166
,41.659698,-92.289902
MT72,46.346001,-114.176003
,28.881208,-97.020504
94XS,29.001392,-96.992837
4KS9,38.83395,-99.062875
,28.71847,-96.92565
0AK6,61.80108,-147.945156
LA40,31.338428,-91.593332
79OH,41.20980072,-80.68309784
IS43,39.86999893,-88.07499695
,38.265487,-105.948522
3GA5,33.637831,-84.940542
81GA,33.6409,-84.9049
MU72,38.424714,-90.896587
XA91,30.533333,-94.438056
,30.695801,-92.317596
,30.59223,-92.25759
,30.58873,-92.26986
38LA,30.78440094,-92.18229675
,35.118418,-92.190806
6AR0,35.060511,-92.116113
CA60,39.94990158,-121.9970016
,38.637798,-87.4347
IN15,38.604875,-87.463315
,38.652802,-87.563599
6AL3,33.379148,-86.377239
OH55,39.392721,-81.67205
3NJ9,39.94111252,-74.77083588
NJ81,39.44229889,-74.94270325
28N,39.537601,-74.966301
29N,39.523998,-75.046303
OK1,36.488438,-95.140275
2OK6,36.724167,-95.341968
OK05,36.78248,-95.41332
OH74,38.958561,-82.38739
,30.24247,-93.52531
,30.2602,-93.54702
6LL2,41.16450119,-90.55740356
24KS,37.524327,-97.603186
60AR,36.403505,-92.039284
39WI,43.48469925,-90.61990356
,32.68097,-108.9632
25IL,39.516421,-89.869581
,41.97105,-88.49246
1VA7,36.664725,-78.722091
,36.745998,-76.052399
0SD8,43.78279877,-100.2929993
,43.9314,-100.315002
SD97,43.87779999,-100.3619995
PS43,41.07867,-80.25504
CT32,41.53540039,-71.83450317
,35.560079,-84.241644
,34.38927,-90.83598
,34.348804,-91.788583
,31.705,-97.24893
98XA,31.629249,-97.162442
2TS3,31.67930031,-97.24060059
31TX,31.59679985,-97.33000183
5TA2,31.45459938,-97.25029755
,31.5021,-97.080803
75TE,31.74740028,-97.24610138
1XS6,31.489318,-97.158455
,31.594347,-97.371926
XA85,31.63330078,-97.3167038
,31.6082,-97.162804
1MN5,44.843874,-93.736076
3KY9,38.122265,-85.126166
82GA,32.80879974,-82.38529968
65OH,41.07186,-81.75145
90TT,29.682675,-97.252677
6AL6,31.387348,-88.094473
,35.82534,-104.53477
,36.15948,-104.91113
98NM,36.0766983,-104.7180023
OL20,35.99729919,-95.2589035
,35.0123,-79.46216
,19.726675,-155.524542
AK03,70.613891,-159.863343
30WA,46.31489944,-118.1780014
,44.226447,-72.795403
VT30,44.16255,-72.834313
II74,41.559799,-86.053101
0H1,39.004501,-99.892899
26OH,41.2098056,-82.3561167
71MO,39.29199982,-93.38410187
0SD1,42.971995,-96.979857
NA99,46.551493,-97.03217
,44.069199,-69.305298
M27,34.875999,-94.109299
6IN2,39.49359894,-85.64859772
6IN4,39.466009,-85.699303
ME6,44.1745,-70.018898
5NK9,42.76169968,-78.49610138
,42.770518,-78.542258
95NY,42.7892,-78.476402
,34.27586,-84.59022
06IA,41.84140015,-91.83429718
,34.724998,-83.084999
87IN,41.45299911,-86.46970367
II99,41.43640137,-86.47080231
17II,41.45000076,-86.51029968
,41.473701,-86.450798
3Y0,42.26240158,-95.09069824
WA10,46.016842,-118.368383
83WA,46.02759933,-118.1679993
,34.70687,-77.82924
,40.760347,-101.179371
